estimated_time,scrape_time,user,action,time_ago_raw
2026-02-04T19:11:00.000Z,2026-02-04T19:29:02.279Z,jemima,started a 25 minute work session,18 min ago
2026-02-04T17:50:00.000Z,2026-02-04T20:50:07.426Z,Jessica,joined this cuckoo,3 hours ago
2026-02-04T18:50:00.000Z,2026-02-04T20:50:07.426Z,Jessica,started a 5 minute break,2 hours ago
2026-02-04T18:50:00.000Z,2026-02-04T20:50:07.426Z,jemima,started a 25 minute work session,2 hours ago
2026-02-04T19:50:00.000Z,2026-02-04T20:50:07.426Z,Alex,joined this cuckoo,1 hours ago
2026-02-04T19:50:00.000Z,2026-02-04T20:50:07.426Z,Jessica,started a 25 minute work session,1 hours ago
2026-02-04T19:50:00.000Z,2026-02-04T20:50:07.426Z,angelina,joined this cuckoo,1 hours ago
2026-02-04T20:05:00.000Z,2026-02-04T20:50:07.426Z,Cian,joined this cuckoo,45 min ago
2026-02-04T20:08:00.000Z,2026-02-04T20:50:07.426Z,Jessica,started a 5 minute break,42 min ago
2026-02-04T20:13:00.000Z,2026-02-04T20:50:07.426Z,Jessica,started a 25 minute work session,37 min ago
2026-02-04T20:16:00.000Z,2026-02-04T20:50:07.426Z,Tess,joined this cuckoo,34 min ago
2026-02-04T20:44:00.000Z,2026-02-04T20:50:07.426Z,angelina,started a 25 minute work session,6 min ago
2026-02-04T21:52:00.000Z,2026-02-04T21:53:11.156Z,angelina,joined this cuckoo,12 sec ago
2026-02-04T21:53:00.000Z,2026-02-04T21:53:11.156Z,angelina,started a 25 minute work session,10 sec ago
2026-02-04T23:25:00.000Z,2026-02-04T23:50:06.784Z,angelina,joined this cuckoo,25 min ago
2026-02-04T23:27:00.000Z,2026-02-04T23:50:06.784Z,angelina,started a 25 minute work session,23 min ago
2026-02-04T23:41:00.000Z,2026-02-04T23:50:06.784Z,Alex,joined this cuckoo,9 min ago
2026-02-05T11:59:00.000Z,2026-02-05T12:00:21.258Z,Jessica,joined this cuckoo,22 sec ago
2026-02-05T12:00:00.000Z,2026-02-05T12:00:21.258Z,Joris,joined this cuckoo,10 sec ago
2026-02-05T14:10:00.000Z,2026-02-05T15:10:57.123Z,Jessica,joined this cuckoo,1 hours ago
2026-02-05T14:10:00.000Z,2026-02-05T15:10:57.123Z,Joris,joined this cuckoo,1 hours ago
2026-02-05T14:10:00.000Z,2026-02-05T15:10:57.123Z,Jessica,started a 25 minute work session,1 hours ago
2026-02-05T14:22:00.000Z,2026-02-05T15:10:57.123Z,Jessica,started a 5 minute break,48 min ago
2026-02-05T17:01:00.000Z,2026-02-05T17:01:37.283Z,Jessica,joined this cuckoo,10 sec ago
2026-02-05T16:58:00.000Z,2026-02-05T17:58:29.739Z,Jessica,joined this cuckoo,1 hours ago
2026-02-05T17:08:00.000Z,2026-02-05T17:58:29.739Z,Alex,joined this cuckoo,50 min ago
2026-02-05T17:10:00.000Z,2026-02-05T17:58:29.739Z,Jessica,started a 25 minute work session,48 min ago
2026-02-05T17:35:00.000Z,2026-02-05T17:58:29.739Z,Jessica,started a 5 minute break,23 min ago
2026-02-05T17:41:00.000Z,2026-02-05T17:58:29.739Z,Alex,started a 25 minute work session,17 min ago
2026-02-05T18:01:00.000Z,2026-02-05T19:01:10.784Z,Alex,joined this cuckoo,1 hours ago
2026-02-05T18:01:00.000Z,2026-02-05T19:01:10.784Z,Jessica,started a 25 minute work session,1 hours ago
2026-02-05T18:01:00.000Z,2026-02-05T19:01:10.784Z,Jessica,started a 5 minute break,1 hours ago
2026-02-05T18:01:00.000Z,2026-02-05T19:01:10.784Z,Alex,started a 25 minute work session,1 hours ago
2026-02-05T18:01:00.000Z,2026-02-05T19:01:10.784Z,jess,joined this cuckoo,1 hours ago
2026-02-05T18:07:00.000Z,2026-02-05T19:01:10.784Z,jess,started a 5 minute break,54 min ago
2026-02-05T20:28:00.000Z,2026-02-05T21:28:16.805Z,Kiran,joined this cuckoo,1 hours ago
2026-02-05T20:28:00.000Z,2026-02-05T21:28:16.805Z,Alex,joined this cuckoo,1 hours ago
2026-02-05T20:28:00.000Z,2026-02-05T21:28:16.805Z,Alex,started a 25 minute work session,1 hours ago
2026-02-05T20:28:00.000Z,2026-02-05T21:28:16.805Z,jordan,joined this cuckoo,1 hours ago
2026-02-05T20:28:00.000Z,2026-02-05T21:28:16.805Z,jordan,started a 5 minute break,1 hours ago
2026-02-05T20:28:00.000Z,2026-02-05T21:28:16.805Z,jordan,started a 25 minute work session,1 hours ago
2026-02-05T20:46:00.000Z,2026-02-05T21:28:16.805Z,jordan,started a 5 minute break,42 min ago
2026-02-05T20:55:00.000Z,2026-02-05T21:28:16.805Z,Kiran,started a 25 minute work session,33 min ago
2026-02-05T21:12:00.000Z,2026-02-05T21:28:16.805Z,Jessica,joined this cuckoo,16 min ago
2026-02-05T21:20:00.000Z,2026-02-05T21:28:16.805Z,Jessica,started a 5 minute break,8 min ago
2026-02-05T21:25:00.000Z,2026-02-05T21:28:16.805Z,Jessica,started a 25 minute work session,3 min ago
2026-02-06T12:58:00.000Z,2026-02-06T12:58:56.312Z,Joris,joined this cuckoo,4 sec ago
